quote_id,quote_date,customer_name,alloy_name,product_form,thickness_mm,width_mm,qty_kg,lead_time_days,cert_required,price_total_usd,status
Q-101624,2024-08-04,Customer-99,17-7PH,sheet,0.1319,361.25,209.95,21,EN_10204_3.1,2239.77,lost
Q-101625,2024-08-05,Customer-90,316L,sheet,0.3003,1066.79,222.38,14,EN_10204_3.1,2933.73,lost
Q-101626,2024-08-06,Customer-187,304,sheet,0.1178,332.74,82.75,10,ASTM_A240,837.17,lost
Q-101627,2024-08-07,Customer-74,17-7PH,sheet,0.1687,714.53,291.65,14,EN_10204_3.1,2183.77,won
Q-101628,2024-08-08,Customer-36,17-7PH,sheet,0.01,288.78,176.73,14,EN_10204_3.1,1582.54,pending
Q-101629,2024-08-09,Customer-54,17-7PH,strip,0.01,260.17,611.18,14,AMS5528,8365.84,lost
Q-101630,2024-08-10,Customer-239,304,strip,0.01,62.02,68.12,28,ASTM_A240,964.55,pending
Q-101631,2024-08-11,Customer-105,304,sheet,0.046,50.06,295.48,21,ASTM_A240,4227.94,pending
Q-101632,2024-08-12,Customer-143,304,strip,0.031,272.73,220.44,14,ASTM_A240,2430.08,lost
Q-101633,2024-08-13,Customer-48,17-7PH,strip,0.0389,1087.19,183.93,35,AMS5528,2394.03,lost
Q-101634,2024-08-14,Customer-211,304,strip,0.0235,417.57,279.1,28,ASTM_A240,2616.4,lost
Q-101635,2024-08-15,Customer-144,17-7PH,sheet,0.3573,735.32,98.77,10,EN_10204_3.1,936.44,pending
Q-101636,2024-08-16,Customer-203,304,sheet,0.3255,34.24,104.69,14,ASTM_A240,581.58,won
Q-101637,2024-08-17,Customer-164,316L,sheet,0.1746,1097.94,154.7,28,EN_10204_3.1,1675.84,pending
Q-101638,2024-08-18,Customer-107,304,sheet,0.0868,329.91,113.04,35,EN_10204_3.1,1574.16,won
Q-101639,2024-08-19,Customer-31,304,sheet,0.3256,273.27,281.62,35,ASTM_A240,3659.82,lost
Q-101640,2024-08-20,Customer-149,304,sheet,0.0126,523.38,397.25,14,EN_10204_3.1,5312.39,lost
Q-101641,2024-08-21,Customer-161,17-7PH,sheet,0.1601,991.92,288.61,35,EN_10204_3.1,3468.26,pending
Q-101642,2024-08-22,Customer-132,304,sheet,0.2101,1001.99,239.62,21,EN_10204_3.1,2217.76,pending
Q-101643,2024-08-23,Customer-42,17-7PH,strip,0.0208,355.24,154.18,35,EN_10204_3.1,1067.31,pending
Q-101644,2024-08-24,Customer-119,316L,foil,0.4097,1173.36,227.71,10,EN_10204_3.1,3332.08,pending
Q-101645,2024-08-25,Customer-14,316L,sheet,0.1716,125.99,142.97,35,ASTM_A240,1168.66,lost
Q-101646,2024-08-26,Customer-13,304,strip,0.0831,295.24,164.03,35,EN_10204_3.1,1690.19,lost
Q-101647,2024-08-27,Customer-197,304,sheet,0.2024,142.53,108.29,21,ASTM_A240,1533.73,pending
Q-101648,2024-08-28,Customer-193,316L,foil,0.3272,252.38,406.13,10,RoHS,2889.27,won
Q-101649,2024-08-29,Customer-212,17-7PH,sheet,0.0312,267.67,143.72,35,EN_10204_3.1,1867.78,pending
Q-101650,2024-08-30,Customer-25,304,strip,0.0754,716.65,133.37,35,EN_10204_3.1,1715.82,pending
Q-101651,2024-08-31,Customer-4,17-7PH,sheet,0.053,220.78,188.68,35,AMS5528,2522.95,won
Q-101652,2024-09-01,Customer-200,17-7PH,sheet,0.1983,651.6,158.79,35,EN_10204_3.1,1374.17,lost
Q-101653,2024-09-02,Customer-27,304,strip,0.1132,930.47,181.7,14,ASTM_A240,2371.46,won
Q-101654,2024-09-03,Customer-213,316L,strip,0.1263,534.3,127.84,35,ASTM_A240,842.3,won
Q-101655,2024-09-04,Customer-118,17-7PH,strip,0.1899,423.0,210.71,10,EN_10204_3.1,2156.77,won
Q-101656,2024-09-05,Customer-123,316L,foil,0.3949,401.72,92.06,14,ASTM_A240,934.7,lost
Q-101657,2024-09-06,Customer-210,304,strip,0.1912,921.9,105.94,28,ASTM_A240,837.16,lost
Q-101658,2024-09-07,Customer-182,17-7PH,sheet,0.1986,830.25,256.85,28,AMS5528,2403.61,lost
Q-101659,2024-09-08,Customer-57,316L,strip,0.1523,494.3,190.54,21,ASTM_A240,1112.68,won
Q-101660,2024-09-09,Customer-79,17-7PH,strip,0.3304,122.01,90.76,28,AMS5528,764.26,won
Q-101661,2024-09-10,Customer-109,316L,foil,0.1639,760.23,86.36,14,ASTM_A240,809.61,pending
Q-101662,2024-09-11,Customer-199,316L,foil,0.01,1013.48,333.96,35,ASTM_A240,2902.24,lost
Q-101663,2024-09-12,Customer-28,304,sheet,0.1029,623.61,577.52,35,ASTM_A240,3401.3,won
Q-101664,2024-09-13,Customer-31,17-7PH,strip,0.2146,1105.83,1096.79,10,EN_10204_3.1,9625.88,lost
Q-101665,2024-09-14,Customer-171,316L,foil,0.01,29.87,304.59,14,EN_10204_3.1,1729.19,won
Q-101666,2024-09-15,Customer-53,316L,foil,0.2185,795.49,254.18,10,RoHS,2940.66,pending
Q-101667,2024-09-16,Customer-90,316L,foil,0.0924,606.04,227.03,10,RoHS,2705.18,won
Q-101668,2024-09-17,Customer-72,316L,foil,0.1923,272.84,116.79,21,RoHS,1302.68,pending
Q-101669,2024-09-18,Customer-219,304,strip,0.0576,301.74,207.27,14,ASTM_A240,2799.66,pending
Q-101670,2024-09-19,Customer-26,17-7PH,strip,0.4564,687.36,143.92,35,AMS5528,1717.57,pending
Q-101671,2024-09-20,Customer-184,316L,strip,0.3315,284.62,506.8,14,ASTM_A240,2807.95,won
Q-101672,2024-09-21,Customer-186,304,sheet,0.0992,460.81,187.52,35,ASTM_A240,2456.83,won
Q-101673,2024-09-22,Customer-122,316L,strip,0.3272,440.33,234.4,28,RoHS,2224.07,lost
Q-101674,2024-09-23,Customer-173,17-7PH,strip,0.1414,486.67,106.24,21,EN_10204_3.1,1553.11,won
Q-101675,2024-09-24,Customer-109,316L,sheet,0.1995,185.25,187.24,10,EN_10204_3.1,1120.16,won
Q-101676,2024-09-25,Customer-29,17-7PH,strip,0.3041,403.57,227.16,14,EN_10204_3.1,3177.24,lost
Q-101677,2024-09-26,Customer-134,316L,sheet,0.3165,735.93,338.48,21,ASTM_A240,4606.2,won
Q-101678,2024-09-27,Customer-143,304,strip,0.2501,194.34,146.1,14,EN_10204_3.1,1798.59,pending
Q-101679,2024-09-28,Customer-127,316L,foil,0.2488,274.45,287.92,10,EN_10204_3.1,2960.13,won
Q-101680,2024-09-29,Customer-154,304,strip,0.3879,693.61,194.74,10,EN_10204_3.1,1140.25,pending
Q-101681,2024-09-30,Customer-142,304,strip,0.2599,205.85,438.09,10,ASTM_A240,2433.66,lost
Q-101682,2024-10-01,Customer-220,304,strip,0.2443,441.14,430.99,21,ASTM_A240,3948.52,won
Q-101683,2024-10-02,Customer-4,304,strip,0.1239,807.77,153.4,14,ASTM_A240,1761.79,pending
Q-101684,2024-10-03,Customer-113,304,sheet,0.0601,565.59,86.24,28,EN_10204_3.1,566.2,pending
Q-101685,2024-10-04,Customer-37,17-7PH,strip,0.1122,334.07,398.05,21,AMS5528,5082.42,lost
Q-101686,2024-10-05,Customer-17,304,sheet,0.2834,992.43,83.28,14,ASTM_A240,895.45,lost
Q-101687,2024-10-06,Customer-153,316L,sheet,0.027,780.99,103.24,35,ASTM_A240,773.54,lost
Q-101688,2024-10-07,Customer-186,316L,foil,0.1045,246.6,438.91,21,EN_10204_3.1,4253.04,lost
Q-101689,2024-10-08,Customer-92,304,strip,0.1613,800.6,225.43,35,EN_10204_3.1,2354.33,lost
Q-101690,2024-10-09,Customer-131,17-7PH,sheet,0.01,668.4,184.18,28,EN_10204_3.1,2034.67,lost
Q-101691,2024-10-10,Customer-32,316L,sheet,0.1691,526.93,175.8,10,ASTM_A240,2101.34,lost
Q-101692,2024-10-11,Customer-161,304,strip,0.3588,459.58,502.07,35,ASTM_A240,6286.12,won
Q-101693,2024-10-12,Customer-14,316L,foil,0.4095,673.04,480.31,28,RoHS,5752.87,won
Q-101694,2024-10-13,Customer-98,304,sheet,0.1765,985.22,309.59,10,ASTM_A240,3023.26,pending
Q-101695,2024-10-14,Customer-78,17-7PH,sheet,0.3644,679.3,508.13,28,AMS5528,4193.82,pending
Q-101696,2024-10-15,Customer-170,17-7PH,strip,0.2085,1173.7,103.67,35,AMS5528,1112.85,pending
Q-101697,2024-10-16,Customer-76,304,strip,0.0367,1025.53,363.99,10,ASTM_A240,3803.3,pending
Q-101698,2024-10-17,Customer-139,304,strip,0.1507,159.66,111.9,10,EN_10204_3.1,913.75,lost
Q-101699,2024-10-18,Customer-111,17-7PH,strip,0.1664,81.69,145.48,35,AMS5528,922.04,won
Q-101700,2024-10-19,Customer-219,304,strip,0.4003,726.39,312.94,21,EN_10204_3.1,3638.93,lost
Q-101701,2024-10-20,Customer-9,304,strip,0.1419,592.29,323.74,28,ASTM_A240,2085.45,won
Q-101702,2024-10-21,Customer-126,17-7PH,sheet,0.3626,973.4,224.38,35,AMS5528,1320.68,lost
Q-101703,2024-10-22,Customer-100,316L,sheet,0.0773,681.22,124.66,35,RoHS,1212.27,lost
Q-101704,2024-10-23,Customer-126,316L,strip,0.2476,1018.42,157.47,35,RoHS,1794.72,pending
Q-101705,2024-10-24,Customer-144,17-7PH,sheet,0.01,512.12,73.53,10,EN_10204_3.1,424.97,won
Q-101706,2024-10-25,Customer-68,17-7PH,strip,0.01,1144.69,495.37,14,EN_10204_3.1,6997.78,lost
Q-101707,2024-10-26,Customer-197,17-7PH,sheet,0.1497,1010.92,147.43,10,EN_10204_3.1,1301.45,lost
Q-101708,2024-10-27,Customer-152,304,sheet,0.2394,368.85,238.74,21,ASTM_A240,3361.3,won
Q-101709,2024-10-28,Customer-208,316L,sheet,0.2791,483.43,283.32,14,EN_10204_3.1,2285.84,pending
Q-101710,2024-10-29,Customer-98,17-7PH,strip,0.2918,1032.04,197.27,10,EN_10204_3.1,2463.99,won
Q-101711,2024-10-30,Customer-106,304,strip,0.01,456.6,315.38,14,EN_10204_3.1,4034.66,lost
Q-101712,2024-10-31,Customer-64,316L,strip,0.3397,261.32,355.09,35,ASTM_A240,3045.36,won
Q-101713,2024-11-01,Customer-234,17-7PH,sheet,0.3742,183.11,138.86,35,AMS5528,1866.63,pending
Q-101714,2024-11-02,Customer-87,316L,sheet,0.185,140.45,175.94,14,ASTM_A240,2116.55,won
Q-101715,2024-11-03,Customer-10,316L,strip,0.2058,360.95,424.59,21,EN_10204_3.1,5550.72,lost
Q-101716,2024-11-04,Customer-69,17-7PH,sheet,0.2169,636.78,562.88,21,EN_10204_3.1,3748.82,won
Q-101717,2024-11-05,Customer-82,17-7PH,sheet,0.0354,1118.02,161.6,35,AMS5528,2107.96,lost
Q-101718,2024-11-06,Customer-147,17-7PH,sheet,0.0603,1133.09,343.05,35,EN_10204_3.1,4447.84,won
Q-101719,2024-11-07,Customer-87,304,sheet,0.5032,494.51,408.31,21,ASTM_A240,5806.68,lost
Q-101720,2024-11-08,Customer-158,17-7PH,sheet,0.1361,1076.18,774.83,10,AMS5528,10696.5,lost
Q-101721,2024-11-09,Customer-128,304,strip,0.443,833.33,322.76,28,ASTM_A240,2525.58,pending
Q-101722,2024-11-10,Customer-74,316L,strip,0.2533,821.51,700.46,14,ASTM_A240,8911.55,lost
Q-101723,2024-11-11,Customer-103,316L,sheet,0.2964,401.02,726.36,35,RoHS,6426.04,won
Q-101724,2024-11-12,Customer-152,17-7PH,strip,0.3069,723.22,228.85,14,AMS5528,2347.21,lost
Q-101725,2024-11-13,Customer-110,304,sheet,0.4333,439.06,155.27,10,EN_10204_3.1,944.91,won
Q-101726,2024-11-14,Customer-130,304,sheet,0.2825,238.72,293.24,14,EN_10204_3.1,1980.38,lost
Q-101727,2024-11-15,Customer-107,304,strip,0.1977,168.84,102.42,14,ASTM_A240,763.81,lost
Q-101728,2024-11-16,Customer-226,304,strip,0.084,677.17,114.03,14,ASTM_A240,1616.98,won
Q-101729,2024-11-17,Customer-55,17-7PH,strip,0.1002,605.93,112.88,14,EN_10204_3.1,1517.35,pending
Q-101730,2024-11-18,Customer-240,17-7PH,sheet,0.0838,357.04,159.99,35,EN_10204_3.1,925.05,pending
Q-101731,2024-11-19,Customer-134,17-7PH,sheet,0.3976,729.6,315.99,35,AMS5528,2419.33,won
Q-101732,2024-11-20,Customer-62,304,strip,0.4066,26.81,263.78,10,ASTM_A240,1920.58,won
Q-101733,2024-11-21,Customer-106,17-7PH,sheet,0.1381,812.89,174.64,10,EN_10204_3.1,2131.37,lost
Q-101734,2024-11-22,Customer-217,316L,strip,0.473,1135.84,340.87,28,ASTM_A240,3774.6,lost
Q-101735,2024-11-23,Customer-66,304,strip,0.1938,109.78,348.17,14,ASTM_A240,4184.15,pending
Q-101736,2024-11-24,Customer-62,17-7PH,strip,0.2987,305.07,197.31,14,EN_10204_3.1,2813.73,won
Q-101737,2024-11-25,Customer-63,316L,foil,0.1015,47.68,202.7,21,ASTM_A240,2831.77,lost
Q-101738,2024-11-26,Customer-109,304,strip,0.0749,647.9,247.1,28,EN_10204_3.1,3426.03,pending
Q-101739,2024-11-27,Customer-70,316L,foil,0.3061,1070.56,200.99,28,ASTM_A240,1584.13,won
Q-101740,2024-11-28,Customer-169,316L,sheet,0.3082,85.69,139.08,21,EN_10204_3.1,964.24,pending
Q-101741,2024-11-29,Customer-185,316L,strip,0.374,169.25,90.26,28,ASTM_A240,777.4,lost
Q-101742,2024-11-30,Customer-81,316L,foil,0.3609,850.64,425.76,35,ASTM_A240,3280.01,pending
Q-101743,2024-12-01,Customer-230,304,sheet,0.1664,336.95,99.16,10,EN_10204_3.1,1313.2,lost
Q-101744,2024-12-02,Customer-215,17-7PH,strip,0.0935,1054.49,567.71,35,EN_10204_3.1,7192.03,pending
Q-101745,2024-12-03,Customer-147,316L,foil,0.0847,219.49,111.23,10,ASTM_A240,883.38,pending
Q-101746,2024-12-04,Customer-128,17-7PH,strip,0.0881,532.9,364.01,14,EN_10204_3.1,4145.91,won
Q-101747,2024-12-05,Customer-198,316L,strip,0.0542,192.3,117.91,14,ASTM_A240,988.15,lost
Q-101748,2024-12-06,Customer-240,304,strip,0.2418,469.7,774.2,35,ASTM_A240,10093.82,lost
Q-101749,2024-12-07,Customer-45,316L,foil,0.2183,347.88,226.37,28,ASTM_A240,1413.02,won
Q-101750,2024-12-08,Customer-66,304,strip,0.1823,871.38,324.15,10,EN_10204_3.1,4600.82,pending
Q-101751,2024-12-09,Customer-96,316L,sheet,0.3517,738.98,285.94,14,RoHS,3238.6,pending
Q-101752,2024-12-10,Customer-109,316L,sheet,0.0355,544.87,974.23,10,RoHS,11065.53,lost
Q-101753,2024-12-11,Customer-226,17-7PH,strip,0.146,124.41,225.53,10,EN_10204_3.1,1796.49,won
Q-101754,2024-12-12,Customer-211,304,strip,0.1974,616.1,457.79,35,EN_10204_3.1,3282.09,lost
Q-101755,2024-12-13,Customer-9,316L,strip,0.4385,1059.19,216.32,21,RoHS,1730.34,pending
Q-101756,2024-12-14,Customer-65,17-7PH,strip,0.0594,674.91,485.37,14,AMS5528,5175.96,pending
Q-101757,2024-12-15,Customer-232,304,strip,0.01,875.96,528.5,14,EN_10204_3.1,5935.55,pending
Q-101758,2024-12-16,Customer-220,316L,strip,0.1999,565.59,264.39,10,ASTM_A240,3857.37,lost
Q-101759,2024-12-17,Customer-238,304,sheet,0.2538,1087.43,181.0,10,EN_10204_3.1,1738.18,lost
Q-101760,2024-12-18,Customer-77,304,sheet,0.4248,269.29,138.18,28,ASTM_A240,2014.29,won
Q-101761,2024-12-19,Customer-82,316L,sheet,0.01,815.32,174.85,35,RoHS,2399.51,pending
Q-101762,2024-12-20,Customer-222,304,sheet,0.1171,316.37,54.98,21,EN_10204_3.1,687.08,won
Q-101763,2024-12-21,Customer-238,304,strip,0.3352,1030.42,277.18,21,EN_10204_3.1,2420.87,lost
Q-101764,2024-12-22,Customer-212,17-7PH,sheet,0.2471,112.33,190.68,14,AMS5528,1958.88,won
Q-101765,2024-12-23,Customer-91,17-7PH,sheet,0.2498,887.33,105.37,14,AMS5528,1089.22,lost
Q-101766,2024-12-24,Customer-178,17-7PH,sheet,0.381,248.91,185.49,28,EN_10204_3.1,1139.89,won
Q-101767,2024-12-25,Customer-48,316L,strip,0.2799,309.46,306.83,14,RoHS,3346.52,pending
Q-101768,2024-12-26,Customer-103,304,sheet,0.2861,79.08,151.7,35,ASTM_A240,1931.96,won
Q-101769,2024-12-27,Customer-148,17-7PH,sheet,0.1536,791.64,1220.71,21,EN_10204_3.1,16662.36,won
Q-101770,2024-12-28,Customer-133,316L,foil,0.01,463.61,331.31,14,ASTM_A240,1967.12,pending
Q-101771,2024-12-29,Customer-203,17-7PH,strip,0.2304,804.46,244.74,14,EN_10204_3.1,2595.93,lost
Q-101772,2024-12-30,Customer-67,304,strip,0.0633,466.08,353.97,10,ASTM_A240,4462.69,won
Q-101773,2024-12-31,Customer-51,17-7PH,sheet,0.2172,641.29,116.08,21,EN_10204_3.1,1380.04,won
Q-101774,2025-01-01,Customer-101,304,strip,0.01,375.08,301.32,14,ASTM_A240,1692.57,lost
Q-101775,2025-01-02,Customer-6,17-7PH,strip,0.1149,84.04,186.62,28,AMS5528,1299.53,pending
Q-101776,2025-01-03,Customer-119,17-7PH,strip,0.3174,150.27,444.61,35,AMS5528,6152.61,won
Q-101777,2025-01-04,Customer-103,304,sheet,0.2978,187.03,467.65,35,ASTM_A240,2607.51,pending
Q-101778,2025-01-05,Customer-23,304,strip,0.01,462.79,302.37,35,ASTM_A240,4331.92,lost
Q-101779,2025-01-06,Customer-4,316L,strip,0.3414,1016.17,142.91,14,ASTM_A240,865.12,pending
Q-101780,2025-01-07,Customer-212,17-7PH,sheet,0.1725,438.01,272.13,10,EN_10204_3.1,2232.28,pending
Q-101781,2025-01-08,Customer-183,304,sheet,0.0425,876.17,117.5,28,ASTM_A240,647.22,won
Q-101782,2025-01-09,Customer-192,316L,sheet,0.2806,143.29,135.27,28,EN_10204_3.1,761.97,lost
Q-101783,2025-01-10,Customer-220,304,sheet,0.5056,178.96,471.42,28,EN_10204_3.1,6068.07,won
Q-101784,2025-01-11,Customer-187,17-7PH,strip,0.2901,536.8,180.96,28,EN_10204_3.1,1117.38,pending
Q-101785,2025-01-12,Customer-105,316L,sheet,0.2779,379.76,397.52,10,ASTM_A240,3449.62,won
Q-101786,2025-01-13,Customer-61,316L,sheet,0.4595,979.55,209.1,10,EN_10204_3.1,2541.51,pending
Q-101787,2025-01-14,Customer-150,304,sheet,0.3477,1005.66,123.93,35,EN_10204_3.1,1476.81,pending
Q-101788,2025-01-15,Customer-3,17-7PH,sheet,0.2443,1103.47,193.39,35,AMS5528,2824.13,lost
Q-101789,2025-01-16,Customer-102,316L,sheet,0.2934,145.03,178.37,21,RoHS,1464.09,pending
Q-101790,2025-01-17,Customer-182,316L,strip,0.2692,1081.12,462.81,10,EN_10204_3.1,2557.07,lost
Q-101791,2025-01-18,Customer-25,17-7PH,sheet,0.01,772.44,240.36,28,AMS5528,1419.0,pending
Q-101792,2025-01-19,Customer-239,316L,foil,0.125,783.54,117.27,35,EN_10204_3.1,1281.77,won
Q-101793,2025-01-20,Customer-2,304,strip,0.0957,132.15,869.27,28,ASTM_A240,9190.54,lost
Q-101794,2025-01-21,Customer-102,17-7PH,sheet,0.2197,1151.08,149.32,14,EN_10204_3.1,1790.9,pending
Q-101795,2025-01-22,Customer-149,304,sheet,0.2703,573.93,109.25,14,ASTM_A240,1138.82,won
Q-101796,2025-01-23,Customer-239,304,sheet,0.0568,740.26,83.63,21,EN_10204_3.1,681.29,lost
Q-101797,2025-01-24,Customer-82,304,sheet,0.01,1175.14,157.71,14,ASTM_A240,2317.73,pending
Q-101798,2025-01-25,Customer-67,17-7PH,sheet,0.2884,1016.76,198.03,10,AMS5528,1901.03,won
Q-101799,2025-01-26,Customer-128,304,sheet,0.2925,59.87,471.78,21,ASTM_A240,2898.53,lost
Q-101800,2025-01-27,Customer-73,17-7PH,sheet,0.0593,948.12,147.3,14,EN_10204_3.1,870.56,lost
Q-101801,2025-01-28,Customer-112,17-7PH,sheet,0.01,552.07,94.61,28,EN_10204_3.1,1360.11,won
Q-101802,2025-01-29,Customer-143,304,strip,0.4024,781.43,356.72,35,ASTM_A240,4093.57,pending
Q-101803,2025-01-30,Customer-49,17-7PH,sheet,0.01,947.83,229.08,14,AMS5528,3034.06,won
Q-101804,2025-01-31,Customer-10,316L,foil,0.1299,650.15,250.89,21,ASTM_A240,2173.88,lost
Q-101805,2025-02-01,Customer-112,304,sheet,0.2396,605.49,369.86,21,EN_10204_3.1,3105.26,won
Q-101806,2025-02-02,Customer-92,304,sheet,0.0479,435.87,326.45,14,EN_10204_3.1,3975.12,pending
Q-101807,2025-02-03,Customer-127,17-7PH,sheet,0.0657,666.18,143.32,10,EN_10204_3.1,807.17,won
Q-101808,2025-02-04,Customer-90,17-7PH,strip,0.0291,100.83,189.51,21,AMS5528,1758.9,won
Q-101809,2025-02-05,Customer-214,316L,sheet,0.1124,622.05,448.51,14,ASTM_A240,4122.24,won
Q-101810,2025-02-06,Customer-150,17-7PH,sheet,0.01,607.35,142.47,14,AMS5528,1104.08,won
Q-101811,2025-02-07,Customer-236,17-7PH,strip,0.1918,931.55,189.72,35,EN_10204_3.1,1445.47,won
Q-101812,2025-02-08,Customer-25,316L,sheet,0.1768,996.84,57.8,28,RoHS,583.2,lost
Q-101813,2025-02-09,Customer-175,316L,sheet,0.0766,845.66,329.48,35,RoHS,4580.36,won
Q-101814,2025-02-10,Customer-215,304,strip,0.3212,1127.72,285.09,10,ASTM_A240,4010.97,lost
Q-101815,2025-02-11,Customer-118,316L,foil,0.1142,575.69,82.52,10,ASTM_A240,1022.96,pending
Q-101816,2025-02-12,Customer-161,17-7PH,sheet,0.0421,722.52,86.16,10,EN_10204_3.1,512.01,lost
Q-101817,2025-02-13,Customer-12,17-7PH,strip,0.1455,840.52,115.48,14,EN_10204_3.1,1349.09,pending
Q-101818,2025-02-14,Customer-188,17-7PH,sheet,0.1044,1124.9,129.21,35,EN_10204_3.1,1435.21,pending
Q-101819,2025-02-15,Customer-221,17-7PH,strip,0.2899,247.93,312.93,14,AMS5528,1993.13,won
Q-101820,2025-02-16,Customer-205,17-7PH,sheet,0.2044,511.29,104.47,21,EN_10204_3.1,1090.24,won
Q-101821,2025-02-17,Customer-24,17-7PH,strip,0.2591,359.05,100.71,28,EN_10204_3.1,787.38,lost
Q-101822,2025-02-18,Customer-198,304,sheet,0.01,683.97,236.34,14,ASTM_A240,3282.7,lost
Q-101823,2025-02-19,Customer-42,316L,foil,0.01,1047.07,148.78,21,ASTM_A240,872.61,lost
Q-101824,2025-02-20,Customer-31,304,strip,0.072,76.07,421.47,21,ASTM_A240,4587.29,lost
Q-101825,2025-02-21,Customer-232,304,strip,0.01,627.8,498.35,21,EN_10204_3.1,4538.99,pending
Q-101826,2025-02-22,Customer-171,17-7PH,strip,0.0318,704.36,181.01,28,EN_10204_3.1,1111.27,won
Q-101827,2025-02-23,Customer-115,304,sheet,0.2134,619.81,64.01,10,EN_10204_3.1,396.47,lost
Q-101828,2025-02-24,Customer-24,304,strip,0.2819,506.95,215.58,21,EN_10204_3.1,1205.88,lost
Q-101829,2025-02-25,Customer-162,304,sheet,0.1518,798.59,158.49,14,EN_10204_3.1,2002.47,lost
Q-101830,2025-02-26,Customer-88,316L,foil,0.1843,637.12,241.29,21,RoHS,2520.87,lost
Q-101831,2025-02-27,Customer-239,17-7PH,strip,0.2943,273.71,311.88,28,AMS5528,3664.15,lost
Q-101832,2025-02-28,Customer-120,17-7PH,strip,0.3323,1159.69,222.02,28,EN_10204_3.1,2152.16,lost
Q-101833,2025-03-01,Customer-39,316L,sheet,0.01,241.89,347.18,10,EN_10204_3.1,4000.69,won
Q-101834,2025-03-02,Customer-134,17-7PH,sheet,0.1631,585.21,113.69,35,AMS5528,1401.3,lost
Q-101835,2025-03-03,Customer-235,304,sheet,0.1025,955.75,249.16,35,ASTM_A240,2441.68,won
Q-101836,2025-03-04,Customer-106,17-7PH,strip,0.3353,183.17,402.06,14,EN_10204_3.1,3470.78,won
Q-101837,2025-03-05,Customer-66,304,strip,0.4287,174.43,779.63,28,EN_10204_3.1,5291.29,pending
Q-101838,2025-03-06,Customer-30,316L,strip,0.4479,943.86,196.12,21,ASTM_A240,2181.45,pending
Q-101839,2025-03-07,Customer-202,17-7PH,sheet,0.01,31.03,411.16,28,AMS5528,4010.66,won
Q-101840,2025-03-08,Customer-107,304,sheet,0.2102,798.07,476.26,35,ASTM_A240,6743.11,pending
Q-101841,2025-03-09,Customer-194,304,strip,0.3498,422.98,286.82,14,EN_10204_3.1,3627.31,pending
Q-101842,2025-03-10,Customer-236,304,strip,0.0684,306.4,143.16,10,EN_10204_3.1,880.41,won
Q-101843,2025-03-11,Customer-192,316L,foil,0.226,22.28,306.63,10,ASTM_A240,4455.0,pending
Q-101844,2025-03-12,Customer-137,304,sheet,0.0156,917.85,313.04,28,EN_10204_3.1,2499.2,won
Q-101845,2025-03-13,Customer-4,316L,sheet,0.1858,340.2,487.79,35,ASTM_A240,4594.41,won
Q-101846,2025-03-14,Customer-178,17-7PH,sheet,0.4157,654.28,199.69,28,EN_10204_3.1,1839.5,lost
Q-101847,2025-03-15,Customer-159,17-7PH,sheet,0.3986,483.49,87.55,14,EN_10204_3.1,833.0,pending
Q-101848,2025-03-16,Customer-23,304,strip,0.4014,59.0,466.8,10,EN_10204_3.1,2654.26,won
Q-101849,2025-03-17,Customer-29,316L,foil,0.01,37.65,237.61,35,ASTM_A240,2385.42,won
Q-101850,2025-03-18,Customer-54,17-7PH,strip,0.26,1122.16,336.23,35,AMS5528,3146.14,lost
Q-101851,2025-03-19,Customer-112,17-7PH,strip,0.1578,817.46,179.84,28,AMS5528,1706.92,pending
Q-101852,2025-03-20,Customer-78,17-7PH,strip,0.0712,720.63,116.42,14,AMS5528,1217.99,lost
Q-101853,2025-03-21,Customer-6,316L,sheet,0.0913,1149.39,359.97,28,EN_10204_3.1,2054.0,won
Q-101854,2025-03-22,Customer-180,316L,foil,0.202,785.4,75.84,35,RoHS,947.05,lost
Q-101855,2025-03-23,Customer-221,304,strip,0.2911,602.9,119.63,28,ASTM_A240,1639.46,lost
Q-101856,2025-03-24,Customer-76,17-7PH,strip,0.4081,449.98,71.24,14,AMS5528,663.0,pending
Q-101857,2025-03-25,Customer-3,304,sheet,0.0633,977.0,362.33,21,EN_10204_3.1,4645.58,won
Q-101858,2025-03-26,Customer-218,17-7PH,sheet,0.1486,823.11,458.6,28,EN_10204_3.1,4257.35,lost
Q-101859,2025-03-27,Customer-125,17-7PH,sheet,0.3523,717.49,175.62,14,AMS5528,1036.9,lost
Q-101860,2025-03-28,Customer-183,304,strip,0.3375,888.36,229.87,35,ASTM_A240,1432.16,won
Q-101861,2025-03-29,Customer-148,17-7PH,strip,0.3033,202.83,70.41,35,EN_10204_3.1,627.23,lost
Q-101862,2025-03-30,Customer-229,17-7PH,strip,0.3038,1174.42,702.06,10,EN_10204_3.1,8064.5,pending
Q-101863,2025-03-31,Customer-127,304,strip,0.1888,359.99,195.21,21,ASTM_A240,1593.01,pending
Q-101864,2025-04-01,Customer-179,17-7PH,sheet,0.2184,267.64,78.76,14,EN_10204_3.1,624.85,lost
Q-101865,2025-04-02,Customer-186,316L,foil,0.1817,938.71,44.11,14,EN_10204_3.1,478.26,won
Q-101866,2025-04-03,Customer-60,304,strip,0.391,1157.98,256.87,21,EN_10204_3.1,3021.42,pending
Q-101867,2025-04-04,Customer-87,316L,strip,0.2227,237.17,237.59,35,RoHS,1749.45,pending
